name,country,institution,links,expertise
Mohamed F. Mokbel,united states,univ of minnesota,"Abdelsalam Helal,Abdeltawab M. Hendawi,Abdulaziz Almaslukh,Abdulhadi Alzaidy,Ahmed Abdelmotaleb,Ahmed Eldawy,Ahmed K. Elmagarmid,Ahmed Lbath,Ahmed M. Aly,Albert Jonathan,Amgad Madkour,Ammar Bakeer,Amr El Abbadi,Amr Magdy,Ananth Grama,Anas Basalamah,Anas Daghistani,Andreas Charalampous,Andreas Konstantinidis,Andrew J. Kotz,Ann Christine Catlin,Aravindan Raghuveer,Aris Gkoulalas-Divanis,Arkady B. Zaslavsky,Badrish Chandramouli,Bin Cao,Biplob K. Debnath,Chang-Tien Lu,Chenyu Hou,Chi-Yin Chow,Christian Becker,Christian S. Jensen,Christopher Jonathan,Constantinos Costa,Cyrus Shahabi,Danial Aghajarian,Daniela Nicklas,David B. Lomet,David H. C. Du,David Hung-Chang Du,David J. Lilja,David Wilkie,Dehai Zhu,Demetrios Zeinalipour-Yazti,Dhara Shah,Dieter Pfoser,Dik Lun Lee,Dipanjan Chakraborty,Divyakant Agrawal,Donghui Zhang,Elisa Bertino,Eric Ong,Ethan Waytas,Faizan Ur Rehman,Fusheng Wang,Georgios Chatzimilioudis,German Shegalov,Guoqing Li,Harshada Chavan,Hicham G. Elmongui,Hoang Vo,Hong Va Leong,Hua Wang,Ibrahim Kamel,Ibrahim Sabek,Ihab F. Ilyas,Imad Afyouni,Jadwiga Indulska,Jalal S. Alowibdi,James L. Avery,James M. Kang,James Skarie,Jeffrey Scott Vitter,Jianmin Wang,Jianyu Yang,Jie Bao,Jie Xue,Jinchuan Chen,Jing Fan,Joe Naps,John A. Stankovic,John Riedl,Joseph L. Naps,Justin J. Levandoski,Kareem Tarek,Kevin Zhao,Khaled El-Bassyouni,Khaled M. Elbassioni,Kyriakos Mouratidis,Laila Abdelhafeez,Lin Li,Liwei Zhao,Long Zhao,Long-Van Nguyen-Dinh,Louai Alarabi,M. H. Ali,Maria Luisa Damiani,Mario A. Nascimento,Markus Schneider,Mashaal Musleh,Matt Duckham,Meera Jindal,Michael D. Ekstrand,Michael Gertz,Michael Ludwig,Michael McDermott,Michael Wong,Ming Lu,Mirette S. Marzouk,Mohamed E. Khalefa,Mohamed Elidrisi,Mohamed G. Elfeky,Mohamed H. Ali,Mohamed M. Elshrif,Mohamed Sarwat,Mohamed Y. Eltabakh,Mostafa Elganainy,Moustafa A. Hammad,Muhammad Aurangzeb Ahmad,Nadezda Knorozova,Ouri Wolfson,Panos K. Chrysanthis,Peter Scheuermann,Philip S. Yu,Pusheng Zhang,Rade Stanojevic,Raha Moraffah,Rahul Shah,Raja Bose,Rami A. Alghamdi,Rami Alghamdi,Ranga Raju Vatsavai,Ravi Janardan,Reem Y. Ali,Reynold Cheng,Robert D. Kent,Robert Gwadera,Roger S. Barga,Rui Wang,Rui Zhang,Rui Zhou,Saif Al-Harthi,Saleh M. Basalamah,Sameh Elnikety,Samriddhi Singla,Satish Puri,Sergio J. Rey,Shadab Mustafa,Shaowen Wang,Shashi Shekhar,Shuo Guo,Sijing Ye,Silvia Nittel,Sofiane Abbar,Sohaib Ghani,Sohaib Khan,Steven Yackel,Suman Nath,Sunil Prabhakar,Susanne E. Hambrusch,Sushil K. Prasad,Tarek F. Abdelzaher,Thanaa M. Ghanem,Tian He,Tian Xia,Timos K. Sellis,Ugo A. Buy,Vana Kalogeraki,Vassilios S. Verykios,Venkata M. V. Gunturi,Venkateshwar R. Korukanti,Walid G. Aref,Wang-Chien Lee,Wei-Shinn Ku,Wenju Yun,William F. Northrop,Wojciech Cellary,Xiaochuang Yao,Xiaopeng Xiong,Xuan Liu,Xun Zhou,Yan Huang,Yanchun Zhang,Yanhui Liang,Yiqun Xe,Yu Zheng,Yuan Li,Yufei Tao,Yunfan Kang,Yunyue Zhu,Yuxiong He,Yücel Saygin,Zuliang Zhao",4
Mohamed A. Sharaf,uae,united arab emirates university,"Abdullah Albarrak,Abdullah M. Albarrak,Adrian Daniel Popescu,Ahmed H. El-Kady,Ahmed Hussein,Alexandra Poulovassilis,Alexandros Labrinidis,Ali S. Faried,Amin M. Nassar,Anthony N. Nguyen,Antti Oulasvirta,Aoying Zhou,Behrooz Omidvar-Tehrani,Bevan Koopman,Bolong Zheng,Chadi M. Mohamed,Chaoyi Pang,Chen Xu,Chiara Renso,Chin-Tser Huang,Cristiana Amza,Daniel Petrov,Danyel Fisher,David Auber,Davide Mottin,Demetrios Zeinalipour-Yazti,Donatella Firmani,Egemen Tanin,Eslam AbdelBary,Esmaail A. El-Sayed,Fan Xia,Feifei Li,Gennady L. Andrienko,Genoveva Vargas-Solar,George Kollios,George Papastefanatos,Georgia Koutrika,Gianluca Demartini,Gokul Soundararajan,Guido Zuccon,Guoliang Li,Harrisen Scells,Hassan Mostafa,Heidrun Schumann,Hina A. Khan,Hsiao-Yun Hu,Hua Wang,Humaira Ehsan,Ibrahim Shazly,Jean-Daniel Fekete,Jean-Michel Renders,Jesse Szwedko,Jia Zhu,Jiang Zhong,Jianmin Wang,Jianzhong Qi,Jie Huang,Jin Chen,Jock D. Mackinlay,John H. Gerdes Jr.,Jonathan Beaver,Kai Zheng,Karim Mohammed,Karine Zeitouni,Katharina Morik,Ke Deng,Kirk Pruhs,Konstantinos Pelechrinis,Kostas Stefanidis,Kwan-Liu Ma,Kyriakos Mouratidis,Laks V. S. Lakshmanan,Laurianne Sitbon,Lavish Lalwani,Letizia Tanca,Ling Chen,Lory Al Moakar,M. Tamer Özsu,M. Wagih Ismail,Marina Drosou,Mario A. Nascimento,Marta Indulska,Matteo Lissandrini,Michael Stonebraker,Minqi Zhou,Mirek Riedewald,Mohamed N. Elhidery,Mohammed A. El-Motaz,Mohammed A. Raghieb,Mohsen Raafat,Muhammad Aamir Cheema,Naiem Khodabandehloo Yeganeh,Nassr M. Ismail,Natalia V. Andrienko,Nick Roussopoulos,Nicole Huang,Nikos Bikakis,Nikos Pelekis,Omar A. Nasr,Panayiotis Neophytou,Panos K. Chrysanthis,Peng Li,Qiang Yang,Qing Xie,Quan Z. Sheng,Rakan Alseghayer,Rischan Mafrur,Rui Zhang,Samanvoy Panati,Sayan Unankard,Sen Wang,Shazia W. Sadiq,Shazia Wasim Sadiq,Shenoda Guirguis,Sherif A. Hafez,Shimin Guo,Shuangli Shan,Siddhartha Roychowdhury,Silvia Chiusano,Steven Mark Drucker,Stratos Idreos,Tania Cerquitelli,Tatiana Noboa,Thao N. Pham,Tim Kraska,Tobias Schreck,Vince Penkrot,Vincenzo Liberatore,Wael E. Abd El-Kawi,Wei Li,Weihan Wang,Wenfei Fan,Wenhui Zhang,Xiaofang Zhou,Xiaoyong Du,Xiaoyu Ge,Xiaozhong Zhang,Xue Li,Xueming Li,Yanbing Xue,Yang Li,Yannis Sismanis,Yannis Theodoridis,Yannis Velegrakis,Yingying Zhu,Yufei Tao,Zaeem Hussain,Zhipeng Luo,Zhixu Li,Zhiyong Peng,Zi Huang",3
Mohammad Sadoghi,united states,uc davis,"Aakash Nigam,Abdullah Al-Mamun,Achille Fokoue,Alfio Massimiliano Gliozzo,Amer Farroukh,Amit Chandel,Bartolomeo Montrucchio,Bishwaranjan Bhattacharjee,Chen Wang,Daniel P. Hughes,Dhruv Krishnan,Divesh Srivastava,Dongfang Zhao,Ehab Abdelhamid,Erik Linsenmayer,Fabian Nagel,Faisal Nawab,Feng Yan,Gonzalo I. Diaz,Hans-Arno Jacobsen,Harsh Singh,Hyun Chai Jeong,Ibrahim Abdelaziz,Ilia Petrov,Ioana Burcea,Jana Giceva,Jelle Hellings,Joshua Primero,Kaiwen Zhang,Kavitha Srinivas,Kenneth A. Ross,Khuzaima Daudjee,Kianoosh Mokhtarian,Mariano Rodriguez-Muro,Martin Jergler,Martin Labrecque,Masoud Hemmatpour,Maurizio Rebaudengo,Meichun Hsu,Mohamed S. Hassan,Mohammad Hossein Tabatabaei,Mohammadreza Najafi,Mohammedreza Najafi,Mustafa Canim,Naif Tarafdar,Navneet Kumar Pandey,Nick Koudas,Nicolas R. Fauceglia,Oktie Hassanzadeh,Panos K. Chrysanthis,Panos Kalnis,Ping Zhang,Prashanth Menon,Rajesh R. Bordawekar,Renée J. Miller,Reza Sherafat Kazemzadeh,Richard Hull,Rija Javed,Rohan Palaniappan,Rohan Sogani,Roman Vaculín,Roman Vitenberg,Sajjad Rahnama,Serge Mankowskii,Sergio Gómez-Villamor,Shimin Chen,Souvik Bhattacherjee,Spyros Blanas,Suyash Gupta,Tatiana Kuznetsova,Thamir M. Qadah,Thamir Qadah,Thien Huu Nguyen,Tilmann Rabl,Tonglin Li,Vasilis Efthymiou,Victor Muntés-Mulero,Vinod Muthusamy,Walid G. Aref,Warren Shum,Xinying Wang,Yishai A. Feldman,Young Yoon,Yuan-Chi Chang",8
Mohammad Sadoghi,united states,uc davis,"Aakash Nigam,Abdullah Al-Mamun,Achille Fokoue,Alfio Massimiliano Gliozzo,Amer Farroukh,Amit Chandel,Bartolomeo Montrucchio,Bishwaranjan Bhattacharjee,Chen Wang,Daniel P. Hughes,Dhruv Krishnan,Divesh Srivastava,Dongfang Zhao,Ehab Abdelhamid,Erik Linsenmayer,Fabian Nagel,Faisal Nawab,Feng Yan,Gonzalo I. Diaz,Hans-Arno Jacobsen,Harsh Singh,Hyun Chai Jeong,Ibrahim Abdelaziz,Ilia Petrov,Ioana Burcea,Jana Giceva,Jelle Hellings,Joshua Primero,Kaiwen Zhang,Kavitha Srinivas,Kenneth A. Ross,Khuzaima Daudjee,Kianoosh Mokhtarian,Mariano Rodriguez-Muro,Martin Jergler,Martin Labrecque,Masoud Hemmatpour,Maurizio Rebaudengo,Meichun Hsu,Mohamed S. Hassan,Mohammad Hossein Tabatabaei,Mohammadreza Najafi,Mohammedreza Najafi,Mustafa Canim,Naif Tarafdar,Navneet Kumar Pandey,Nick Koudas,Nicolas R. Fauceglia,Oktie Hassanzadeh,Panos K. Chrysanthis,Panos Kalnis,Ping Zhang,Prashanth Menon,Rajesh R. Bordawekar,Renée J. Miller,Reza Sherafat Kazemzadeh,Richard Hull,Rija Javed,Rohan Palaniappan,Rohan Sogani,Roman Vaculín,Roman Vitenberg,Sajjad Rahnama,Serge Mankowskii,Sergio Gómez-Villamor,Shimin Chen,Souvik Bhattacherjee,Spyros Blanas,Suyash Gupta,Tatiana Kuznetsova,Thamir M. Qadah,Thamir Qadah,Thien Huu Nguyen,Tilmann Rabl,Tonglin Li,Vasilis Efthymiou,Victor Muntés-Mulero,Vinod Muthusamy,Walid G. Aref,Warren Shum,Xinying Wang,Yishai A. Feldman,Young Yoon,Yuan-Chi Chang",7
Niketan Pansare,united states,ibm almaden,"Alexandre V. Evfimievski,Alin Dobra,Arvind Surve,Berthold Reinwald,Chris Jermaine,Christopher M. Jermaine,Deron Eriksson,Dylan Hutchison,Faraz Makari Manshadi,Frederick Reiss,Luis Leopoldo Perez,Matthias Boehm,Michael Dusenberry,Nakul Jindal,Nitendra Rajput,Peter J. Haas,Prithviraj Sen,Shirish Tatikonda,Shrey Sahay,Subi Arumugam,Tyson Condie,Vinayak R. Borkar,Zekai J. Gao",5
Nikos Mamoulis,hong kong sar,the university of hong kong,"Adams Wei Yu,Akrivi Vlachou,Alfredo Cuzzocrea,Andreas Züfle,Arjen P. de Vries,Arnab Bhattacharya,Arthur Zimek,Ben Kao,Bertram Ludäscher,Bipin V. Mehta,Bogdan Cautis,Caihua Shan,Christos Doulkeridis,Chrysanthi Kosyfaki,Chun Jason Xue,Conghui Tan,Danhao Ding,David S. Rosenblum,David W. Cheung,David Wai-Lok Cheung,Dimitri Theodoratos,Dimitrios Gunopulos,Dimitrios Tsitsigkos,Dimitris Kotzinos,Dimitris Meretakis,Dimitris Mpestas,Dimitris Papadias,Dimitris Sacharidis,Dimitris Serbos,Dingming Wu,Dinos Arkoumanis,Duncan S. Wong,Edward Hung,Elina Megalou,Eric Lo,Evaggelia Pitoura,Gabriel Ghinita,Gao Cong,George Christodoulou,George Kollios,George Papadakis,George Papastefanatos,Georgios Chatzimilioudis,Georgios John Fakas,Georgios Kalamatianos,Georgios M. Mandilaras,Gerhard Weikum,Giorgos Poulis,Goce Trajcevski,Guoliang Li,Hans-Peter Kriegel,Hao Su,Hao Wang,Hao Zhou,Hua Lu,Hui Li,Huiping Cao,Huseyin Hakkoymaz,Ibrahim Abdelaziz,Ilias Kleftakis,Ioannis Anagnostopoulos,Ira Assent,Ishfaq Ahmad,Jens Dittrich,Jeppe Rishede Thomsen,Jian Gong,Jieming Shi,Jikun Wang,Jimeng Sun,Jing Li,Jing Yan,Johannes Gehrke,Johannes Niedermayer,John Liagouris,Jun Zhang,Kit Hung Cheng,Klaus Arthur Schmid,Klaus Berberich,Konstantinos Lampropoulos,Konstantinos Theocharidis,Kostas Stergiou,Kristian Torp,Kyriakos Mouratidis,Lei Chen,Leong Hou U,Lukito Budiman,Majed Sahli,Man Ho Au,Man Lung Yiu,Manolis Koubarakis,Manolis Terrovitis,Marios Hadjieleftheriou,Marios Mantzourogiannis,Marios Meimaris,Martin L. Kersten,Matthias Renz,Maximilian Franzke,Maya Ramanath,Michael Weiler,Michail Vaitis,Min Yang,Ngai Meng Kou,Niels Nes,Panagiotis Bouros,Panagiotis Karras,Panayiotis Tsaparas,Panos Kalnis,Panos Vassiliadis,Peiwu Zhang,Qiong Huang,Qiongmao Shen,Ralf Hartmut Güting,Razen Al-Harbi,Razen Harbi,Reynold Cheng,Reza Sherkat,Semih Salihoglu,Shen Ge,Shiming Zhang,Shuyao Qi,Siu-Ming Yiu,Sotiris Tsioutsiouliklis,Spiridon Bakiras,Spiros Skiadopoulos,Srikanta J. Bedathur,Thanasis Hadzilacos,Thomas Bernecker,Thomas Seidl,Timos K. Sellis,Tobias Emrich,Torben Bach Pedersen,Tsz Nam Chan,Vagelis Hristidis,Vasilis Delis,Vasilis Kopsachilis,Wai Kit Wong,Wai-Shing Ho,Wang Lian,Wenbin Tang,Wenting Tu,Xiang Li,Xiang Lian,Xiangyuan Dai,Xiaochen Li,Xiaoying Wu,Xin Huang,Xin Zhang,Yannis Theodoridis,Yasser Ebrahim,Ye Li,Ye Liu,Ye Zhang,Yilun Cai,Yin David Yang,Yixiang Fang,Yizhou Sun,Yu Liu,Yu Tang,Yudian Zheng,Yufei Tao,Yuhong Li,Yun Li,Yuqiu Qian,Yutao Shou,Zhi Cai,Zhifeng Lin,Zhiguo Gong,Zhipeng Huang,Ziyu Lu",9
Ninghui Li,united states,purdue university,"Ahmad-Reza Sadeghi,Ahmed M. Azab,Aiping Xiong,Alain Bensoussan,Ananth Grama,Aniket Kate,Ankush Singla,Annie I. Antón,Anupam Datta,Anupam Joshi,Ashish Kamra,Benjamin N. Grosof,Bhaskar Pratim Sarma,Bhavani M. Thuraisingham,Bin Hu,Bincheng Wang,Bolin Ding,Boris Skoric,Bruno Ribeiro,Carolyn Brodie,Chaofei Ma,Chen Tian,Cheng Hong,ChengXiang Zhai,Chenyun Dai,Chris Clifton,Christopher Kruegel,Christopher S. Gates,Clare-Marie Karat,Costin Carabas,Cristina Nita-Rotaru,Daimeng Wang,Dan Boneh,Dan Lin,David Melski,Debin Liu,Derrick Tong,Divesh Srivastava,Dong Su,Ehsanul Kabir,Elena Ferrari,Elisa Bertino,Fabrizio Cicala,Faming Liang,Feng Li,Folker Meyer,Gabriel Ghinita,Gail-Joon Ahn,Gene Spafford,Giuseppe Petracca,Graham Cormode,Guanhong Tao,Guneshi T. Wickramaarachchi,Haibo Hu,Haining Chen,Hao Peng,Haotian Yan,Hayawardh Vijayakumar,Hemanta K. Maji,Hillol Kargupta,Hong Chen,Hongxia Jin,Huadi Zheng,Huangyi Ge,Huian Li,Ian M. Molloy,Indrajit Ray,Indrakshi Ray,Isis Chong,Iulia Manda,Jean Honorio,Jeremiah Blocki,Jerry Ma,Ji-Won Byun,Jiacheng Li,Jian Zhang,Jiangtao Li,Jianjun Huang,Jianneng Cao,Jianqiang Liu,Jianwei Niu,Jianxiong Wang,Jianyu Yang,Jiawei Han,Jim Massaro,Jiming Chen,Jing Chen,Jingren Zhou,Jinkyu Koo,Joan Feigenbaum,Joann Qiongna Chen,Joel Sachs,John C. Mitchell,John Karat,Jong Youl Choi,Jorge Lobo,Kaitai Liang,Kefei Chen,Keith Irwin,Kian-Lee Tan,L. Jean Camp,Lada A. Adamic,Latifur Khan,Lei Cen,Lei Guan,Liqun Chen,Lorrie Faith Cranor,Luke Deshotels,Luke Dickens,Luo Si,Mahesh V. Tripunitara,Md. Endadul Hoque,Michael Backes,Mihai Chiroiu,Mikhail J. Atallah,Milan Lopuhaä-Zwakenberg,Min Luo,Min Lyu,Min Xu,Mingkun Liu,Mitziu Echeverria,Moosa Yahyazadeh,Moti Yung,Murat Kantarcioglu,Nan Ding,Nathan Berg,Omar Chowdhury,Patrick D. McDaniel,Peng Ning,Ponnurangam Kumaraguru,Prathima Rao,Qi Xie,Qian Xiao,Qihua Wang,Qingjun Song,Qingqing Ye,Qun Ni,Rahul Potharaju,Ravi S. Sandhu,Rawan Esmael,Razvan Deaconescu,Robert W. Proctor,Robert W. Reeder,Rongjing Xiang,Rui Xue,Ruowen Wang,Saurabh Bagchi,Sayanton V. Dibbo,Scott Mishler,Scott R. Moore,Sen Su,Seraphin B. Calo,Shagufta Mehnaz,Shibo He,Shouhuai Xu,Sihan Qing,Somali Chaterji,Somesh Jha,Sonia Fahmy,Stephen E. McLaughlin,Steve A. Schneider,Steven Furnell,Sujuan Wang,Suresh Chari,Suresh N. Chari,Suresh Venkatasubramanian,Syed Rafiul Hussain,Sze Yiu Chau,Tejas Kulkarni,Thomas W. Reps,Tiancheng Li,Tianhao Wang,Tim Finin,Ting Yu,Trent Jaeger,Trung Dang,Tyler Phillips,Victor E. Gonsalves,Wahbeh H. Qardaji,Warut Khern-am-nuai,Wei-Yen Day,Weicheng Wang,Weidong Qiu,Weining Yang,Wen-Guey Tzeng,Wenbo Shen,Wenliang Du,William Enck,William H. Winsborough,Windsor W. Hsu,Xiang Cheng,Xiangyu Zhang,XiaoFeng Wang,Xiaofeng Meng,Xiaonan Ma,Xiaoxin Wu,Xiping Wang,Xukai Zou,Xun Chen,Xuxian Jiang,Yang Yang,Yang Zhang,Yelena Yesha,Yi Sun,Yi Wu,Yonglak Sohn,Youngja Park,Yousra Aafer,Yu Tsung Lee,Yuan (Alan) Qi,Yuan Qi,Yueqiang Cheng,Yuqing Sun,Yücel Karabulut,Zach Jorgensen,Zenglin Xu,Zhicong Huang,Zhikun Zhang,Zhiyun Qian,Zhou Li,Zhuowei Li,Ziad Bizri,Ziqing Mao,Zitao Li",4
Olga Poppe,united states,microsoft,"Abhishek Roy,Adam Smiechowski,Ajay Kalhan,Alan Au,Alekh Jindal,Alexander Pohl,Alicia Yang,Allison Rozet,Andreas Mueller,Anna Pavlenko,Antonius Weinzierl,Ari Green,Aritra De,Ashvin Agrawal,Avrilia Floratou,Ayushi Gupta,Benedikt Linse,Brandon Haynes,Brian Kroth,Bruno Marnette,Carlo Curino,Chuan Lei,Clemens Ley,Dalitso Banda,Daniel J. Dougherty,Daniel Tocco,David Maier,Deepak Shankargouda,Devin Roberts,Di Wang,Ed Thayer,Ehi Nosakhare,Elke A. Rundensteiner,Fotis Psallidas,François Bry,George Gettel,Goutham Deva,Greg Lapinski,Hiren Patel,James Owens,Jyoti Leeka,K. Venkatesh Emani,Karla Saur,Karthik Rajendran,Karthik Ramachandra,Konstantinos Karanasos,Kwanghyun Park,Lei Cao,Lei Ma,Manon Knoertzer,Markus Weimer,MaryAnn Van Valkenburg,Matteo Interlandi,Maureen Daum,Medhabi Ray,Meina Wang,Mo Liu,Morgan Oslake,Neha Godwal,Nicholas Fajardo,Olga Yestekhina,Ping Xia,Pitchaya Wiratchotisatian,Qun Guo,Raghu Ramakrishnan,Raj Sellappan,Rathijit Sen,Robert Hollinger,Rony Chatterjee,Saikat Sen,Salah Ahmed,Sandro Giessl,Sarun Paisarnsrisomsuk,Sergiy Kuryata,Sheetal Shrotri,Shize Xu,Siqi Liu,Slava Oks,Sonia Parchani,Soundararajan Srinivasan,Subru Krishnan,Tayo Amuneke,Thomas Schweich,Tim Furche,Travis Wright,Vijay Ramani,Wentao Wu,Yingmei Qi,Yiwen Zhu",6
Panagiotis Karras,denmark,aalborg university,"Abraham Bernstein,Ahmed Awad,Akrivi Vlachou,Alex M. Bronstein,Alexander Frederiksen Kyster,Alexander M. Bronstein,Alexandru Petrescu,Alfredo Cuzzocrea,Alvis Logins,Anastasia Ailamaki,Anders Hammershøj Jensen,Andreas Pavlogiannis,Ansh Khurana,Anthony K. H. Tung,Anton Tsitsulin,Artyom Nikitin,Asger Ullersted Rasmussen,Beng Chin Ooi,Cathrin Weiss,Chedy Raïssi,Christian S. Jensen,Christos Laoudias,Christos Tryfonopoulos,Ciprian-Octavian Truica,Davide Mottin,Demetrios Zeinalipour-Yazti,Denis Antyukhov,Dimitrios Skoutas,Dimitrios Tsoumakos,Dimitris Papadias,Dimitris Sacharidis,Donglai Tao,Elena Simona Apostol,Emmanuel Müller,Farhan Tauheed,Fatemeh Zardbani,Felipe Soares Da Costa,Felix Halim,Frederik Lauridsen,Gabriel Ghinita,George V. Ovchinnikov,Georgia Koutrika,Georgios Chatzimilioudis,Giorgos Cheliotis,Haibing Lu,Huayu Wu,Hui Xiong,Hung Keng Pung,HweeHwa Pang,Ioannis Giannakopoulos,Ioannis Konstantinou,Ivan V. Oseledets,Jaideep Vaidya,Jianneng Cao,Jingbo Zhou,Joachim Brendborg,Josef Tkadlec,Ju Fan,Judith Hermanns,Kaichen Zhang,Katerina Doka,Kee Kiat Koo,Kian-Lee Tan,Konstantinos Theocharidis,Ladjel Bellatreche,Lei Shi,Lixing Wang,Loke Durocher,Magnus Haxen,Man Lung Yiu,Manolis Terrovitis,Marina Munkhoeva,Marlon Dumas,Matthias Weidlich,Mei Hui,Mingqiang Xue,Mirjana Ivanovic,Mirjana Pavlovic,Morten Raeburn,Moustafa Youssef,Muhammad Aamir Saleem,Muhammad Saad,Nectarios Koziris,Nikita Klyuchnikov,Nikolaos Papailiou,Nikolaos Tziavelis,Nikos Mamoulis,Olaf Hartig,Panos Kalnis,Peter Dolog,Peyman Afshani,Qian Xiao,Qing Li,Raimundas Matulevicius,Ramin Kholoussi,Roland H. C. Yap,Rudrika Bhatt,Rune Quist Johansen,Sadegh Heyrani-Nobari,Sadegh Nobari,Sanjay Goel,Serafeim Chatzopoulos,Sergei Ivanov,Shrikant Kashyap,Simon Daugaard Nielsen,Stavros Papadopoulos,Stratos Idreos,Stéphane Bressan,Suvarna Bothe,Tarun Parwani,Teodor Stefu,Thanasis Vergoulis,Thanh-Tung Cao,Theodore Dalamagas,Thomas Heinis,Toon Calders,Torben Bach Pedersen,Wee Siong Ng,Xiaohui Li,Xuesong Lu,Yi Song,Yin Yang,Yuan Hong,Yuchen Li,Yueji Yang",1
Paolo Merialdo,italy,roma tre university,"Alberto O. Mendelzon,Alessandro Campi,Alessandro Masci,Alvaro A. A. Fernandes,Andrea De Angelis,Andrea Rossi,Andrea Tagarelli,Andreas Both,Antonio Matinata,Antonio Santangelo,Axel-Cyrille Ngonga Ngomo,Carlo S. Regazzoni,Claudio Bertoli,Cristian Molinaro,Daniela Luzi,Daniele Braga,Dario Maio,Davide Azzalini,Davide Martinenghi,Denilson Barbosa,Diego Calvanese,Disheng Qiu,Divesh Srivastava,Donatella Firmani,Elena Nieddu,Elena Tabet,Elisa Quintarelli,Fabrizio L. Ricci,Federico Bilotta,Federico Piai,Filipe de Sá Mesquita,Florian Daniel,Francesco Di Paolo,Francesco Isgrò,Gianni Vernazza,Giansalvatore Mecca,Giovanni E. Gigante,Giuseppe Sindoni,Guglielmo Tamburrini,Ilaria Bartolini,Juan Carlos De Martin,Laura Fiorani,Letizia Tanca,Lorenz Bühmann,Lorenzo Ariemma,Lorenzo Blanco,Luca Cabibbo,Luca Calderoni,Luciano Barbosa,Luigi Arlotta,Marco Magnante,Marco Maiorino,Marco Patella,Marco Pecorone,Maristella Matera,Matteo Cannaviccio,Maurizio Mazzei,Mirko Bronzi,Muhammad Saleem,Nick Koudas,Norman W. Paton,Paolo Atzeni,Paolo Bouquet,Paolo Ciaccia,Paolo Missier,Paolo Papotti,Patrizia Grifoni,Pier Carlo Pecollo,Ricardo Usbeck,Riccardo Torlone,Roberto Prevete,Rodolfo Zunino,Rodrigo Palácios,Roger Voyat,Rolando Creo,Selina Fenoglietto,Serena Ammirati,Sergio Greco,Simone Scardapane,Sonia Bergamaschi,Stefano Ceri,Thomas Gottron,Tim Weninger,Valerio Cetorelli,Valter Crescenzi,Vincenzo Di Cicco,Xin Luna Dong,Yanyan Shen,Yoones A. Sekhavat,Zhaochen Guo",4
